Date,Product,Region,Sales_Amount,Quantity,Customer_Age,Customer_ID
2023-10-13 06:21:32,Smartphone,East,420.2157885705072,2,21,CUST00800
2023-03-27 01:58:12,Laptop,Central,373.7416598005117,8,26,CUST00801
2023-05-15 08:30:33,Tablet,South,646.4999742839929,6,34,CUST00802
2022-10-01 07:37:29,Smartphone,North,222.18451182132168,3,60,CUST00803
2023-06-16 02:12:54,Smartphone,East,307.76998287897226,4,56,CUST00804
2023-07-29 11:07:57,Tablet,Norti,,1,41,CUST00805
2022-05-12 22:12:46,Smartphone,Centram,581.4762784649073,3,74,CUST00806
2023-03-24 04:50:01,Smartwatch,Central,262.33683077343386,4,56,CUST00807
2022-07-20 08:34:12,Tablet,Easu,593.9659625680908,2,30,CUST00808
2022-05-13 06:09:38,Smartphone,Central,527.075695083363,6,74,CUST00809
2023-09-24 12:40:54,Laptop,West,577.3494207406333,8,43,CUST00810
2022-12-23 04:11:22,Laptop,East,510.86796947164066,6,78,CUST00811
2022-05-15 12:57:46,Smartwatch,West,563.820708737014,3,79,CUST00812
2023-01-18 08:55:45,Tablet,Central,569.0042127674884,9,36,CUST00813
2022-04-28 15:33:31,Smartphone,East,570.7865622761215,4,34,CUST00814
2022-01-27 08:19:20,Smartphone,West,536.6098565739705,6,67,CUST00815
2023-07-27 04:42:49,Laptop,Central,487.1657237399212,4,47,CUST00816
2023-03-16 09:11:21,Smartwatch,South,488.0537032691322,4,43,CUST00817
2023-03-16 14:10:51,Laptop,Souti,534.524930536909,2,30,CUST00818
2023-01-08 12:20:32,Laptop,North,623.8121177373105,2,66,CUST00819
2023-01-02 11:56:44,Smartwatch,South,794.711150247391,2,35,CUST00820
2023-05-30 18:54:29,Tablet,West,579.2702457454316,2,74,CUST00821
2022-10-25 08:34:14,Smartphone,South,556.6111375834906,8,38,CUST00822
2022-07-29 14:26:53,Tablet,East,,4,69,CUST00823
2023-11-01 13:18:04,Headphones,East,559.4689569561411,4,51,CUST00824
2022-07-10 05:05:43,Headphones,East,340.9535324297658,3,68,CUST00825
2023-05-26 04:14:33,Headphones,South,390.0003959858173,5,64,CUST00826
2022-10-27 14:00:40,Smartwatch,South,774.3379512809787,4,26,CUST00827
2023-04-11 06:58:57,Laptop,North,392.9849898332709,7,47,CUST00828
2022-03-05 05:26:50,Tablet,Central,585.5220986970443,7,46,CUST00829
2022-06-04 23:00:09,Smartphone,North,351.6940826638925,6,46,CUST00830
2022-10-25 06:12:17,Headphones,West,692.6440614590442,7,63,CUST00831
2022-06-10 06:07:00,Tablet,East,430.9745047185614,7,36,CUST00832
2023-10-25 10:44:44,Headphones,South,512.4169304992431,8,25,CUST00833
2022-11-30 16:34:44,Headphones,Central,465.76385784221424,1,61,CUST00834
2023-12-21 17:00:21,Smartphone,Centram,575.729994844292,3,34,CUST00835
2022-04-23 13:44:50,Smartwatch,South,525.731757584498,3,29,CUST00836
2022-06-08 02:23:03,Laptop,Norti,636.4946206116944,5,32,CUST00837
2022-07-07 02:03:24,Smartwatch,Central,598.29003332793,7,22,CUST00838
2023-07-15 02:13:20,Tablet,North,542.2747252349761,6,51,CUST00839
2022-09-24 10:41:25,Smartwatch,South,597.7080068280258,4,69,CUST00840
2022-01-15 21:24:03,Tablet,Norti,605.0554204471525,6,67,CUST00841
2022-04-25 20:09:52,Tablet,Easu,440.3811245323047,7,20,CUST00842
2023-04-30 14:30:22,Laptop,South,428.9436292798083,4,22,CUST00843
2022-03-13 18:24:06,Smartphone,South,732.814251150808,8,51,CUST00844
2022-03-22 19:58:16,Laptop,Central,605.9424714715623,5,26,CUST00845
2023-11-16 04:46:36,Smartwatch,Central,560.6599281392245,3,41,CUST00846
2022-06-17 22:19:47,Tablet,Central,379.7481444998324,2,22,CUST00847
2022-11-18 12:54:59,Headphones,East,231.7628771173672,1,44,CUST00848
2022-03-04 14:44:21,Headphones,East,456.0997081383787,4,66,CUST00849
2022-09-09 08:16:59,Tablet,West,432.10113251032567,2,70,CUST00850
2022-09-25 05:29:02,Laptop,South,453.451181400706,3,37,CUST00851
2023-10-05 02:33:54,Smartphone,Central,627.9284659102647,1,64,CUST00852
2023-07-27 18:11:08,Laptop,South,729.1113813146529,6,79,CUST00853
2022-05-29 12:19:55,Tablet,Norti,666.419927293197,4,62,CUST00854
2023-07-28 02:55:49,Tablet,East,409.14246250271077,5,58,CUST00855
2022-04-08 09:36:38,Smartphone,West,580.7260919791264,8,19,CUST00856
2022-04-27 16:05:46,Smartwatch,North,426.9019195836812,4,40,CUST00857
2023-12-15 07:12:09,Smartwatch,South,223.83324013699013,6,51,CUST00858
2022-01-06 04:32:25,Smartphone,East,488.5310673740786,3,78,CUST00859
2022-04-16 18:14:42,Smartwatch,Central,689.108802358296,8,46,CUST00860
2022-04-01 14:18:14,Headphones,North,449.7957547237601,3,60,CUST00861
2023-09-18 04:45:49,Smartwatch,East,624.9836792217446,7,77,CUST00862
2023-02-15 02:45:22,Smartwatch,South,400.15916331363167,7,52,CUST00863
2022-07-03 01:00:28,Smartwatch,South,603.2747698368684,3,47,CUST00864
2023-07-19 09:25:32,Headphones,North,463.4600738370407,3,20,CUST00865
2023-12-26 15:08:33,Smartwatch,North,728.5052829694692,8,27,CUST00866
2023-03-23 01:14:37,Headphones,North,453.0016111993803,3,73,CUST00867
2023-04-14 16:22:17,Smartphone,West,418.6420604476558,2,51,CUST00868
2022-11-25 00:45:07,Laptop,Central,720.7231497760321,5,18,CUST00869
2023-04-15 09:50:19,Smartphone,East,413.47426344957364,7,23,CUST00870
2022-03-20 00:54:31,Laptop,South,531.924891068802,8,23,CUST00871
2023-02-10 04:49:00,Smartphone,South,414.55507946862696,1,60,CUST00872
2023-05-27 12:52:14,Laptop,Central,638.6145070163428,2,33,CUST00873
2023-03-03 18:39:36,Laptop,North,694.5319507041493,7,18,CUST00874
2023-05-04 23:35:02,Tablet,North,398.8207883127178,9,22,CUST00875
2023-08-04 02:42:08,Laptop,South,581.9508283333672,3,42,CUST00876
2023-04-01 13:34:58,Laptop,Central,595.873543555886,8,75,CUST00877
2022-09-18 16:03:24,Tablet,South,518.9300758365945,3,44,CUST00878
2022-06-05 15:59:23,Smartwatch,North,728.8386729183526,4,59,CUST00879
2023-03-26 18:09:01,Smartwatch,East,727.7039437355701,2,70,CUST00880
2023-04-23 02:44:08,Tablet,North,372.10326355465224,9,77,CUST00881
2023-03-22 15:32:11,Headphones,East,681.2987162564651,5,72,CUST00882
2022-08-10 19:28:48,Laptop,West,575.9923489884652,5,55,CUST00883
2022-08-25 22:26:32,Laptop,Central,536.6011444474279,4,60,CUST00884
2023-04-04 12:48:55,Tablet,West,465.1712007652504,5,43,CUST00885
2023-09-26 13:31:12,Tablet,North,277.6562265013895,1,33,CUST00886
2022-08-29 21:18:29,Headphones,Central,542.4532429172581,6,69,CUST00887
2023-12-20 20:26:28,Smartwatch,North,546.1801381215864,4,62,CUST00888
2023-05-17 22:49:41,Smartphone,Central,799.2100929062334,4,61,CUST00889
2023-09-18 04:42:33,Smartwatch,Central,398.88215314800703,5,67,CUST00890
2023-08-28 04:50:51,Laptop,North,258.90931942914165,1,43,CUST00891
2023-03-31 21:10:04,Tablet,North,323.1240171895537,4,62,CUST00892
2022-02-26 02:44:47,Headphones,Central,738.6834799652362,3,54,CUST00893
2023-03-30 20:33:48,Smartwatch,Central,432.83155724547504,5,45,CUST00894
2023-08-16 01:05:00,Headphones,North,704.5737760400565,5,45,CUST00895
2023-05-22 08:49:50,Smartwatch,Norti,500.93848114561064,8,47,CUST00896
2022-01-26 18:08:20,Laptop,South,353.7970521923634,1,79,CUST00897
2023-08-28 00:26:55,Smartphone,South,800.1976935299239,3,75,CUST00898
2023-08-24 07:21:25,Headphones,South,697.6665046588887,5,30,CUST00899
2022-05-18 14:44:36,Headphones,West,473.07248206526924,3,42,CUST00900
2023-03-04 00:01:14,Smartphone,Central,,6,62,CUST00901
2023-10-02 13:24:11,Headphones,East,518.4593549789427,3,68,CUST00902
2023-07-16 13:19:32,Headphones,West,565.6381421879491,6,36,CUST00903
2022-05-29 15:24:19,Smartwatch,Central,764.3482478242715,8,30,CUST00904
2022-12-13 22:36:18,Smartwatch,Easu,272.0548720223562,4,77,CUST00905
2023-01-29 06:20:02,Smartphone,South,446.20416638178057,8,28,CUST00906
2022-01-28 11:12:19,Laptop,East,,7,65,CUST00907
2023-10-05 23:31:04,Headphones,North,550.1739812518015,4,40,CUST00908
2023-01-07 11:27:13,Laptop,North,312.6970414764256,3,31,CUST00909
2023-05-11 09:13:18,Smartphone,Central,,-5,27,CUST00910
2022-08-07 15:46:48,Smartphone,Wesu,326.9050713665196,5,51,CUST00911
2023-11-12 05:46:24,Smartwatch,South,312.52941390872866,7,57,CUST00912
2023-02-15 01:04:13,Headphones,Central,,1,40,CUST00913
2023-10-21 08:38:38,Tablet,South,784.3253629088751,9,57,CUST00914
2022-03-12 09:25:50,Smartphone,North,881.2461589760229,2,75,CUST00915
2023-07-24 11:58:56,Headphones,West,573.2783269142401,9,71,CUST00916
2022-05-08 03:54:28,Laptop,West,464.27029395985835,9,38,CUST00917
2023-04-14 12:31:49,Smartwatch,North,523.44690467239,3,76,CUST00918
2022-11-04 16:08:21,Laptop,East,550.2364904689911,7,37,CUST00919
2023-04-03 10:12:18,Smartphone,West,719.9598086901514,3,49,CUST00920
2023-06-08 14:22:07,Smartphone,East,,8,31,CUST00921
2022-05-16 11:53:58,Laptop,South,679.16972079915,8,41,CUST00922
2023-12-07 16:56:24,Smartphone,West,285.9893653933392,3,63,CUST00923
2023-03-24 14:35:54,Headphones,North,427.8656436779565,5,35,CUST00924
2022-10-05 06:06:01,Smartphone,East,499.6143704471936,7,64,CUST00925
2023-10-04 20:00:31,Smartwatch,South,561.6718546294402,1,71,CUST00926
2023-07-01 06:15:43,Headphones,South,499.45932228298255,3,47,CUST00927
2022-07-13 17:03:33,Tablet,West,526.2597570190084,1,45,CUST00928
2022-05-06 20:30:03,Smartphone,West,506.06597592664986,2,65,CUST00929
2023-10-09 12:50:31,Smartphone,Central,271.8878712786666,7,31,CUST00930
2023-06-19 18:19:07,Smartwatch,Central,586.2702655476693,7,59,CUST00931
2023-01-10 13:41:08,Smartwatch,West,621.6958258546639,3,71,CUST00932
2023-08-08 09:40:23,Laptop,Central,701.3979867517219,6,38,CUST00933
2023-10-30 14:30:17,Laptop,North,777.0600826832624,6,51,CUST00934
2022-01-31 21:04:27,Laptop,North,,2,22,CUST00935
2022-11-06 08:45:23,Smartwatch,Central,711.7267682809643,9,48,CUST00936
2023-06-10 14:34:01,Laptop,West,502.7149946485842,8,20,CUST00937
2023-10-22 13:47:51,Laptop,Norti,282.43726381518456,2,40,CUST00938
2023-04-23 07:54:33,Tablet,South,644.162895236296,4,56,CUST00939
2023-06-14 03:40:43,Laptop,West,,9,73,CUST00940
2022-10-02 22:52:33,Smartphone,East,500.0940247754628,4,76,CUST00941
2022-01-16 13:20:27,Smartwatch,East,490.65772641415265,7,61,CUST00942
2022-02-18 05:21:40,Headphones,West,571.6999081170406,5,47,CUST00943
2022-10-08 14:31:04,Tablet,Central,449.36501170457024,6,59,CUST00944
2023-05-10 14:38:27,Smartwatch,Norti,566.3386009541813,1,60,CUST00945
2022-04-02 06:07:59,Smartwatch,North,361.67075553285844,4,47,CUST00946
2022-01-06 18:12:42,Smartphone,West,378.52610644792065,5,74,CUST00947
2023-06-14 23:55:33,Laptop,South,301.91160507352674,6,66,CUST00948
2022-02-22 23:43:58,Smartphone,Central,,6,53,CUST00949
2022-08-29 21:56:32,Laptop,South,510.9623196391174,5,55,CUST00950
2023-12-04 19:53:44,Laptop,West,,3,24,CUST00951
2023-09-21 23:09:20,Smartwatch,West,335.4825755878284,2,76,CUST00952
2022-09-04 09:35:48,Laptop,South,472.74702826617954,7,22,CUST00953
2022-03-06 09:01:07,Tablet,East,582.7247794993639,1,23,CUST00954
2023-03-25 23:27:08,Tablet,West,720.6893187808722,5,66,CUST00955
2023-10-02 02:00:59,Tablet,Central,409.6259196630445,4,31,CUST00956
2022-09-23 02:05:35,Smartwatch,South,439.62095020899454,7,28,CUST00957
2022-11-13 12:03:40,Smartphone,East,,2,54,CUST00958
2023-02-11 21:13:48,Headphones,Souti,481.90802455446703,8,19,CUST00959
2022-08-21 12:06:05,Laptop,East,347.0227268774714,9,48,CUST00960
2023-11-13 01:10:58,Headphones,East,284.48866426125335,1,63,CUST00961
2023-05-14 22:53:48,Smartphone,Central,538.8018628224854,5,44,CUST00962
2022-05-31 17:06:13,Smartphone,West,600.5894939166606,4,33,CUST00963
2023-09-04 10:22:09,Smartwatch,East,329.1435667132867,5,19,CUST00964
2023-06-01 10:37:38,Tablet,Wesu,398.8261655812451,9,66,CUST00965
2022-12-13 10:57:03,Tablet,Central,485.00788971883685,3,43,CUST00966
2022-06-01 00:01:08,Smartphone,West,756.0128532086221,1,33,CUST00967
2022-07-20 20:08:14,Smartwatch,North,,3,26,CUST00968
2023-10-05 13:58:48,Smartwatch,East,566.7456939679074,4,69,CUST00969
2023-08-20 04:14:57,Laptop,Central,601.8879778550315,2,69,CUST00970
2022-08-18 19:56:57,Tablet,South,393.179448243306,1,26,CUST00971
2023-06-24 12:42:31,Smartphone,Centram,447.6155786876949,1,22,CUST00972
2022-03-24 14:13:49,Headphones,East,549.9485119667175,8,53,CUST00973
2022-11-29 12:09:21,Tablet,Central,,4,24,CUST00974
2022-08-23 06:40:58,Laptop,South,,2,78,CUST00975
2023-11-26 09:16:28,Smartwatch,North,515.3967654460658,3,49,CUST00976
2023-03-03 17:25:24,Smartphone,East,629.1835122649767,8,46,CUST00977
2023-06-18 23:40:38,Tablet,East,567.5386536784613,6,54,CUST00978
2022-09-06 19:20:23,Headphones,Central,604.1178280776663,8,73,CUST00979
2023-03-14 17:51:28,Laptop,West,383.3916847342762,5,20,CUST00980
2023-08-19 09:27:17,Laptop,West,53017.835891006645,3,47,CUST00981
2023-11-11 22:52:48,Tablet,South,490.1654110955382,6,57,CUST00982
2023-08-01 15:17:37,Headphones,North,392.5662485865476,8,48,CUST00983
2022-05-25 05:10:55,Laptop,Norti,638.75262021837,5,65,CUST00984
2022-02-15 06:55:42,Smartphone,Central,197.68978897067097,5,44,CUST00985
2023-05-02 18:10:56,Laptop,Central,702.0431328857073,3,23,CUST00986
2022-03-28 10:40:10,Headphones,West,167.18671180379596,3,79,CUST00987
2022-01-19 22:12:36,Smartwatch,North,476.9410008954031,8,46,CUST00988
2022-10-20 20:04:14,Smartwatch,North,641.1742798620127,1,26,CUST00989
2022-04-28 12:53:44,Tablet,North,321.7427191765921,4,71,CUST00990
2022-02-27 21:10:45,Headphones,South,563.5609515262015,9,37,CUST00991
2022-02-21 15:50:18,Laptop,South,547.3433496242575,6,67,CUST00992
2023-11-27 15:24:10,Laptop,Central,548.994794338519,6,28,CUST00993
2022-11-24 03:59:44,Smartwatch,West,447.6947546839813,7,36,CUST00994
2023-05-23 05:29:48,Smartwatch,East,430.20512547734967,7,56,CUST00995
2022-02-20 07:09:20,Smartphone,West,264.4812077531532,6,27,CUST00996
2022-10-04 23:29:44,Smartwatch,South,484.4025051969354,9,22,CUST00997
2023-03-02 23:48:50,Smartphone,South,637.6266240623197,8,56,CUST00998
2023-03-17 00:59:42,Laptop,Central,431.5848488282931,8,40,CUST00999
2023-01-22 20:22:24,Smartphone,East,439.06635059397655,2,23,CUST01000
2023-11-11 15:17:40,Smartphone,Norti,738.4492348765086,7,48,CUST01001
2023-04-18 06:32:15,Tablet,East,475.4751561906669,1,35,CUST01002
2023-10-02 05:27:18,Smartwatch,East,552.8239644854353,8,38,CUST01003
2022-09-23 19:39:49,Smartphone,East,580.3578122512175,3,32,CUST01004
2022-07-29 11:58:19,Laptop,Central,475.37726227876726,9,76,CUST01005
2022-01-20 22:25:20,Headphones,South,602.1884347431265,5,48,CUST01006
2022-06-03 21:59:32,Smartphone,North,648.4101595504566,7,27,CUST01007
2023-09-02 12:56:05,Smartwatch,East,635.5357088053402,7,23,CUST01008
2022-12-10 18:48:34,Tablet,North,652.30722835761,9,41,CUST01009
2023-03-02 08:32:52,Laptop,East,187.59256089656998,2,50,CUST01010
2022-12-16 04:35:34,Tablet,South,324.2118600924702,4,77,CUST01011
2022-06-17 03:30:44,Headphones,North,422.82828538735066,8,45,CUST01012
2023-01-02 09:45:24,Smartphone,West,380.60678296963147,5,45,CUST01013
2022-12-28 04:20:52,Smartphone,South,391.98469763316695,5,27,CUST01014
2022-12-19 00:11:53,Smartwatch,North,633.4345512585736,3,40,CUST01015
2022-10-21 03:51:37,Smartphone,East,,5,32,CUST01016
2022-05-22 16:50:26,Laptop,East,479.47221072052093,7,63,CUST01017
2023-10-07 21:30:56,Headphones,South,466.16562824285535,4,65,CUST01018
2022-11-30 13:08:36,Tablet,South,439.9793543220497,8,54,CUST01019
2023-10-11 10:15:41,Headphones,East,463.70995560492554,6,31,CUST01020
2022-04-06 11:02:32,Smartphone,North,708.1384520291051,6,65,CUST01021
2022-07-26 18:22:37,Tablet,West,235.36661620479464,6,31,CUST01022
2022-03-13 16:53:20,Smartwatch,Central,691.1672078832814,4,24,CUST01023
2022-02-16 00:47:46,Headphones,South,844.0515614573173,3,68,CUST01024
2023-03-29 16:49:48,Tablet,East,690.0264596450668,6,53,CUST01025
2023-09-10 15:10:04,Tablet,North,351.51000851357884,6,35,CUST01026
2022-07-23 22:38:59,Tablet,South,427.02030936611874,2,77,CUST01027
2023-05-07 18:34:37,Laptop,North,654.9948500081632,9,71,CUST01028
2022-06-10 02:24:00,Headphones,South,462.70164746520885,4,70,CUST01029
2022-12-14 22:17:11,Tablet,East,424.0984566194645,4,32,CUST01030
2023-03-12 03:01:51,Headphones,North,484.8529480760993,8,66,CUST01031
2022-01-02 01:36:33,Tablet,East,331.72237624992846,3,50,CUST01032
2023-12-18 11:02:51,Smartwatch,North,480.4612838844876,7,73,CUST01033
2022-06-01 11:47:42,Smartwatch,South,319.06764752389734,7,64,CUST01034
2022-07-27 22:01:43,Smartwatch,Central,608.3710866363733,2,65,CUST01035
2022-11-23 02:04:22,Smartphone,Central,373.3503132379,3,73,CUST01036
2023-11-17 12:20:09,Tablet,West,,4,39,CUST01037
2022-08-21 18:40:33,Smartphone,West,433.3337990996604,2,60,CUST01038
2023-01-06 20:57:25,Headphones,East,557.3076016329995,9,58,CUST01039
2022-11-29 17:31:33,Smartphone,North,623.3501104358736,6,34,CUST01040
2022-06-11 09:12:34,Headphones,West,542.9747913934004,1,43,CUST01041
2022-08-14 14:38:50,Headphones,South,394.9527650358852,1,32,CUST01042
2023-06-26 22:52:33,Headphones,Centram,415.5256667736614,8,57,CUST01043
2023-02-24 03:10:03,Smartphone,North,853.9850319966265,6,35,CUST01044
2022-07-13 03:51:28,Tablet,Central,642.2771120530183,7,25,CUST01045
2022-09-08 03:12:53,Smartphone,North,470.32130722085475,6,20,CUST01046
2023-12-01 01:46:44,Tablet,West,413.8758794302811,2,71,CUST01047
2023-05-27 04:21:49,Tablet,West,284.15857048250894,3,72,CUST01048
2022-03-24 04:49:33,Headphones,East,669.2350139236817,8,68,CUST01049
2023-06-10 07:55:38,Smartphone,North,393.3645068353334,4,31,CUST01050
2023-10-02 04:02:00,Tablet,South,658.06029764734,8,51,CUST01051
2023-08-12 02:48:48,Smartwatch,West,624.1197201874269,3,50,CUST01052
2023-03-25 03:35:11,Tablet,East,702.9203224520767,2,79,CUST01053
2023-07-16 12:37:18,Smartwatch,West,613.8258584539743,7,54,CUST01054
2023-10-17 01:43:10,Smartphone,Central,468.5236834986422,1,66,CUST01055
2023-12-12 03:35:50,Smartphone,West,502.3861429735837,3,18,CUST01056
2022-09-13 08:58:54,Smartphone,North,503.6803380126142,2,70,CUST01057
2022-06-19 22:08:36,Tablet,East,459.6881014244397,5,65,CUST01058
2023-06-28 13:25:40,Laptop,North,256.5173457575303,2,52,CUST01059
2023-12-15 21:45:49,Tablet,South,176.74896246504454,5,27,CUST01060
2022-02-17 11:04:33,Tablet,South,613.824390241374,3,36,CUST01061
2023-02-11 02:47:38,Headphones,West,472.8616958510194,9,28,CUST01062
2023-05-05 02:34:26,Headphones,East,644.0058771343139,9,72,CUST01063
2023-09-15 16:10:14,Tablet,East,443.06916538671106,8,52,CUST01064
2023-07-20 06:41:41,Smartwatch,East,499.8275652793,5,19,CUST01065
2023-01-28 03:36:31,Headphones,East,639.4293359524202,7,20,CUST01066
2023-12-25 00:27:39,Tablet,West,733.3007359212617,2,32,CUST01067
2023-08-06 05:49:21,Laptop,North,452.57311211365743,3,76,CUST01068
2022-12-06 21:31:17,Smartwatch,West,349.98788861195004,2,69,CUST01069
2023-12-14 17:43:13,Smartphone,North,681.9512214413251,1,58,CUST01070
2023-08-10 05:13:05,Tablet,Central,,3,64,CUST01071
2023-08-02 20:13:05,Tablet,Central,427.21413124427875,4,45,CUST01072
2022-03-22 11:35:57,Smartwatch,North,440.0309968268641,9,19,CUST01073
2023-01-30 17:30:54,Headphones,West,392.20491049207834,2,47,CUST01074
2023-10-03 02:57:54,Headphones,South,616.0618125723083,9,55,CUST01075
2023-11-04 18:19:42,Headphones,West,29926.559442833433,1,22,CUST01076
2023-01-16 03:15:45,Smartphone,South,515.3076735969277,9,23,CUST01077
2022-08-12 23:13:55,Smartwatch,West,,6,22,CUST01078
2022-01-29 09:35:52,Smartwatch,East,41021.820247459465,8,71,CUST01079
2023-11-27 10:06:29,Headphones,East,738.0698677181575,3,29,CUST01080
2023-10-29 15:16:48,Headphones,Central,634.750136991599,8,21,CUST01081
2022-04-30 10:54:15,Laptop,Central,431.82065414138884,9,41,CUST01082
2022-07-29 20:10:54,Laptop,North,484.07804077650064,7,77,CUST01083
2022-10-22 04:11:39,Tablet,South,634.1435792069726,4,42,CUST01084
2022-02-23 21:48:13,Tablet,East,512.004063252132,6,43,CUST01085
2023-09-24 21:39:02,Smartwatch,West,710.2367208499168,6,72,CUST01086
2023-02-01 13:15:21,Smartwatch,North,,2,79,CUST01087
2022-05-29 13:40:02,Smartphone,West,537.9324915695124,2,63,CUST01088
2023-05-20 03:43:12,Smartphone,East,536.6414943455791,5,63,CUST01089
2023-08-21 13:09:24,Laptop,East,972.334496757031,1,60,CUST01090
2022-11-17 13:20:03,Tablet,East,347.23054551126137,5,77,CUST01091
2022-11-06 06:54:01,Laptop,East,335.8345926397394,3,50,CUST01092
2022-08-23 06:22:47,Laptop,West,463.7835409375482,3,38,CUST01093
2023-11-26 06:34:56,Tablet,North,710.703249699095,8,40,CUST01094
2023-01-20 19:43:05,Smartphone,East,130.41699579735337,3,54,CUST01095
2022-06-13 16:23:44,Tablet,Central,214.41656988121997,3,54,CUST01096
2023-02-14 19:56:43,Headphones,North,440.0408026377613,1,29,CUST01097
2022-07-05 17:11:47,Headphones,Central,818.0239561810513,8,54,CUST01098
2022-10-26 19:07:03,Headphones,West,503.8161023112547,6,38,CUST01099
2023-12-28 07:54:44,Smartwatch,East,325.637155410642,8,30,CUST01100
2023-07-15 20:37:53,Smartphone,North,623.3072660558113,3,60,CUST01101
2023-07-23 05:20:05,Smartphone,East,749.2894655520913,6,70,CUST01102
2023-02-14 18:23:48,Smartwatch,East,404.1965239034296,2,50,CUST01103
2022-07-02 02:36:49,Laptop,North,568.1608338982127,3,61,CUST01104
2022-02-01 03:34:36,Headphones,East,523.5136077769447,4,23,CUST01105
2022-10-26 13:11:25,Headphones,East,585.8398059352479,9,76,CUST01106
2023-02-22 14:36:26,Laptop,South,431.15639993085796,4,60,CUST01107
2022-03-17 19:19:06,Tablet,Souti,59429.46502668235,7,29,CUST01108
2022-10-14 20:37:03,Tablet,North,625.7702078137359,8,78,CUST01109
2023-10-31 00:24:42,Smartphone,North,607.1449076151155,5,55,CUST01110
2023-10-27 07:04:18,Smartwatch,East,256.64890387572643,2,73,CUST01111
2022-10-26 22:17:18,Smartphone,Central,284.92045210772915,8,47,CUST01112
2022-07-12 20:41:28,Tablet,North,396.6151141797002,5,54,CUST01113
2022-12-14 16:21:42,Laptop,East,540.1231113100764,5,35,CUST01114
2022-06-01 09:49:42,Smartphone,Central,583.8799405161312,7,33,CUST01115
2022-11-27 03:09:03,Headphones,South,,6,62,CUST01116
2023-07-15 14:49:02,Headphones,North,548.6355951899517,3,24,CUST01117
2023-04-26 23:18:34,Laptop,East,641.859366897535,7,63,CUST01118
2023-11-19 08:27:33,Tablet,South,600.2001310912135,1,18,CUST01119
2023-05-21 10:23:11,Headphones,West,431.0252656903055,4,70,CUST01120
2022-01-13 09:57:27,Headphones,South,444.73688107070353,4,45,CUST01121
2023-02-12 05:45:39,Smartwatch,East,305.3647805689211,6,70,CUST01122
2023-05-13 08:31:35,Smartphone,Central,761.0485943625695,6,61,CUST01123
2023-03-24 11:09:55,Tablet,West,571.104429223896,8,20,CUST01124
2022-04-06 07:24:39,Smartphone,West,258.1649301335096,1,67,CUST01125
2022-09-26 23:49:44,Tablet,West,683.9969197578677,7,60,CUST01126
2022-11-03 09:13:38,Headphones,North,598.7822830595668,4,69,CUST01127
2022-09-17 01:43:30,Smartwatch,East,679.1441855330091,6,56,CUST01128
2023-07-17 02:39:24,Smartphone,West,416.2091706742625,9,27,CUST01129
2022-08-05 18:06:23,Headphones,Souti,437.1461622739556,3,68,CUST01130
2022-01-23 02:45:05,Tablet,Central,378.10294161664234,8,62,CUST01131
2023-02-11 21:33:48,Smartphone,East,817.5772309984659,3,31,CUST01132
2022-08-27 01:31:37,Smartphone,South,424.8514104785084,6,32,CUST01133
2022-09-11 11:25:38,Headphones,North,356.71822854504603,-2,23,CUST01134
2023-04-24 03:27:14,Smartphone,West,402.9570418822969,9,56,CUST01135
2023-04-07 20:09:56,Smartwatch,South,451.22611490361885,2,62,CUST01136
2023-09-23 13:52:04,Smartwatch,East,733.3930586100213,5,33,CUST01137
2022-03-08 05:53:21,Headphones,Souti,541.5258722195362,6,64,CUST01138
2023-10-07 12:15:23,Tablet,North,685.0326046053602,4,35,CUST01139
2022-07-12 08:09:13,Headphones,Central,542.7956008232472,7,52,CUST01140
2022-09-13 06:52:44,Smartwatch,West,472.96464424752634,7,65,CUST01141
2022-01-28 13:45:57,Laptop,East,343.6231194302618,7,42,CUST01142
2023-06-10 19:29:24,Laptop,West,739.1042709600897,7,50,CUST01143
2022-04-02 11:34:29,Smartphone,West,648.6442418588979,9,73,CUST01144
2023-07-14 18:44:16,Smartphone,West,662.2922266569872,2,50,CUST01145
2022-06-07 18:08:04,Laptop,South,638.7746439326919,5,36,CUST01146
2023-01-16 11:18:00,Smartwatch,South,393.4828242972953,9,55,CUST01147
2023-09-01 12:39:39,Smartphone,Central,539.7510903852586,2,28,CUST01148
2022-06-09 12:08:57,Headphones,North,663.0294749111873,3,73,CUST01149
2022-06-28 13:44:13,Headphones,East,641.6505282195064,7,56,CUST01150
2022-09-01 07:47:45,Smartwatch,South,,9,20,CUST01151
2022-07-06 08:00:48,Smartphone,West,796.2480235311377,3,77,CUST01152
2022-06-19 20:57:49,Headphones,North,579.9466048847711,8,55,CUST01153
2022-04-09 03:41:13,Smartphone,East,698.2988004804105,8,18,CUST01154
2022-05-24 21:39:56,Smartphone,East,530.0217549560723,4,57,CUST01155
2023-03-28 12:10:02,Headphones,East,444.25084494735324,6,42,CUST01156
2023-02-05 18:30:32,Laptop,East,645.3774481043401,8,74,CUST01157
2023-12-06 04:12:09,Headphones,Central,610.0277693706824,9,49,CUST01158
2022-05-07 00:51:04,Smartwatch,East,551.9696341821522,2,63,CUST01159
2023-09-09 04:16:46,Tablet,North,373.0800637176353,1,53,CUST01160
2022-05-25 04:18:00,Headphones,Souti,651.6441778791734,5,21,CUST01161
2022-01-15 03:41:09,Smartphone,North,380.9807795553263,3,72,CUST01162
